id,regiao,uf_regiao,cidade,sexo,faixa_etaria,data_abertura,data_resposta,data_finalizacao,prazo_resposta,sigla,nome_fantasia,problema,local_compra,situacao,avaliacao_reclamacao,nota_consumidor
115,NE,AL,Maceió,F,entre 51 a 60 anos,2021-10-01,2021-10-07,2021-10-28,2021-10-11,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
116,CO,DF,Brasília,F,entre 21 a 30 anos,2021-10-01,2021-10-01,2021-10-07,2021-10-11,IPM,Itapemirim Transportes Aéreos,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada avaliada,Resolvida,5
117,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-01,2021-12-06,2021-12-14,2021-12-11,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
118,NE,MA,Timon,F,entre 21 a 30 anos,2021-12-01,2021-12-06,2021-12-09,2021-12-11,GLO,Gol Linhas Aéreas,Cancelamento indevido da passagem de volta,Loja física,Finalizada avaliada,Não Resolvida,3
119,S,RS,Flores da Cunha,M,entre 21 a 30 anos,2021-10-01,2021-10-08,2021-10-26,2021-10-11,GLO,Gol Linhas Aéreas,"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Internet,Finalizada avaliada,Não Resolvida,1
120,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-01,2021-12-08,2021-12-26,2021-12-11,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
121,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-01,2021-12-10,2021-12-13,2021-12-11,TAM,Latam Airlines (Tam),Dificuldade de contato / demora no atendimento,Internet,Finalizada avaliada,Resolvida,3
122,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-01,2021-12-10,2021-12-20,2021-12-11,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,2
123,NE,MA,São Luís,F,entre 61 a 70 anos,2021-12-01,2021-12-10,2021-12-30,2021-12-11,TAM,Latam Airlines (Tam),SAC - Descortesia / despreparo / demora,Internet,Finalizada avaliada,Não Resolvida,1
124,S,RS,Porto Alegre,F,entre 21 a 30 anos,2021-12-01,2021-12-08,2021-12-29,2021-12-11,AZU,Azul Linhas Aéreas,Atraso de voo,Internet,Finalizada não avaliada,Não Avaliada,0
125,S,RS,Porto Alegre,M,entre 41 a 50 anos,2021-12-01,2021-12-02,2021-12-20,2021-12-11,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,4
126,N,AM,Manaus,F,entre 31 a 40 anos,2021-12-01,2021-12-10,2021-12-31,2021-12-11,TAM,Latam Airlines (Tam),"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada não avaliada,Não Avaliada,0
127,NE,AL,Maceió,F,entre 21 a 30 anos,2021-12-01,2021-12-10,2021-12-31,2021-12-11,TAM,Latam Airlines (Tam),Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
128,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-01,2021-12-10,2021-12-28,2021-12-11,IPM,Itapemirim Transportes Aéreos,"Falta de acesso a comunicação, alimentação, acomodação e/ou traslado em caso de atraso, cancelamento ou interrupção de voo",Internet,Finalizada avaliada,Não Resolvida,1
129,S,RS,Porto Alegre,F,entre 41 a 50 anos,2021-10-01,2021-10-07,2021-10-07,2021-10-11,GLO,Gol Linhas Aéreas,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada avaliada,Resolvida,5
130,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-01,2021-12-09,2021-12-10,2021-12-11,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
131,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-01,2021-12-03,2021-12-17,2021-12-11,GLO,Gol Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Resolvida,5
132,N,PA,Belém,F,entre 51 a 60 anos,2021-10-01,2021-10-08,2021-10-26,2021-10-11,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,4
133,N,PA,Belém,M,entre 31 a 40 anos,2021-12-01,2021-12-10,2021-12-21,2021-12-11,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
134,CO,MS,Campo Grande,M,entre 51 a 60 anos,2021-10-01,2021-10-07,2021-10-28,2021-10-11,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
135,NE,SE,Maruim,M,entre 21 a 30 anos,2021-12-01,2021-12-02,2021-12-23,2021-12-11,AZU,Azul Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
136,NE,RN,Tibau do Sul,F,entre 41 a 50 anos,2021-12-01,2021-12-09,2021-12-29,2021-12-11,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Resolvida,2
137,NE,PI,Teresina,F,entre 41 a 50 anos,2021-12-01,2021-12-10,2021-12-23,2021-12-11,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
138,S,RS,Porto Alegre,M,entre 31 a 40 anos,2021-12-01,2021-12-02,2021-12-02,2021-12-11,GLO,Gol Linhas Aéreas,"SAC - Dificuldade em obter protocolo, gravação ou histórico",Internet,Finalizada avaliada,Resolvida,4
139,CO,DF,Brasília,F,entre 61 a 70 anos,2021-10-01,2021-10-07,2021-10-28,2021-10-11,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada não avaliada,Não Avaliada,0
140,CO,MS,Campo Grande,M,entre 41 a 50 anos,2021-12-01,2021-12-03,2021-12-24,2021-12-11,GLO,Gol Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada não avaliada,Não Avaliada,0
141,S,RS,Novo Hamburgo,F,entre 21 a 30 anos,2021-10-01,2021-10-07,2021-10-28,2021-10-11,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
142,N,AM,Manaus,M,entre 41 a 50 anos,2021-12-01,2021-12-07,2021-12-10,2021-12-11,AZU,Azul Linhas Aéreas,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada avaliada,Resolvida,5
143,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-01,2021-12-03,2021-12-05,2021-12-11,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,3
144,N,AM,Manaus,F,entre 41 a 50 anos,2021-12-01,2021-12-07,2021-12-28,2021-12-11,GLO,Gol Linhas Aéreas,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Internet,Finalizada não avaliada,Não Avaliada,0
145,S,RS,Fazenda Fialho,M,entre 21 a 30 anos,2021-12-01,2021-12-07,2021-12-28,2021-12-11,GLO,Gol Linhas Aéreas,Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação,Internet,Finalizada não avaliada,Não Avaliada,0
146,S,RS,Canoas,F,entre 31 a 40 anos,2021-10-01,2021-10-05,2021-10-26,2021-10-11,TAM,Latam Airlines (Tam),Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
147,NE,RN,Natal,M,entre 31 a 40 anos,2021-12-01,2021-12-07,2021-12-26,2021-12-11,TAM,Latam Airlines (Tam),"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada avaliada,Não Resolvida,1
148,NE,PI,Teresina,F,entre 21 a 30 anos,2021-10-01,2021-10-07,2021-10-25,2021-10-11,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada avaliada,Não Resolvida,1
149,N,PA,Belém,F,entre 31 a 40 anos,2021-12-01,2021-12-20,2022-01-05,2021-12-25,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,2
150,CO,DF,Brasília,M,mais de 70 anos,2021-12-01,2021-12-10,2021-12-31,2021-12-11,IPM,Itapemirim Transportes Aéreos,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
151,N,AM,Manaus,M,entre 31 a 40 anos,2021-12-01,2021-12-07,2021-12-09,2021-12-11,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
152,NE,PI,Teresina,F,entre 41 a 50 anos,2021-12-01,2021-12-06,2021-12-06,2021-12-11,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
153,N,AP,Macapá,M,entre 31 a 40 anos,2021-12-01,2021-12-06,2021-12-06,2021-12-11,AZU,Azul Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,5
154,CO,DF,Brasília,M,até 20 anos,2021-10-01,2021-10-08,2021-10-08,2021-10-11,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
155,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-01,2021-12-08,2021-12-26,2021-12-11,TAM,Latam Airlines (Tam),"Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)",Internet,Finalizada avaliada,Resolvida,3
156,CO,DF,Brasília,F,entre 31 a 40 anos,2021-10-01,2021-10-05,2021-10-25,2021-10-11,X19,TAP Air Portugal,Informações incompletas / inadequadas sobre o serviço,Telefone,Finalizada avaliada,Não Resolvida,1
157,N,PA,Belém,M,entre 31 a 40 anos,2021-12-01,2021-12-09,2021-12-27,2021-12-11,AZU,Azul Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,5
158,N,PA,Ananindeua,M,entre 31 a 40 anos,2021-12-01,2021-12-06,2021-12-27,2021-12-11,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Telefone,Finalizada não avaliada,Não Avaliada,0
159,S,RS,Porto Alegre,M,entre 61 a 70 anos,2021-10-01,2021-10-05,2021-10-18,2021-10-11,X19,TAP Air Portugal,SAC - Dificuldade para cancelar o serviço,Internet,Finalizada avaliada,Não Resolvida,3
160,CO,DF,Brasília,F,entre 31 a 40 anos,2021-10-01,2021-10-05,2021-10-05,2021-10-11,X19,TAP Air Portugal,"Falta de informação sobre atraso, cancelamento ou interrupção de voo",Telefone,Finalizada avaliada,Não Resolvida,1
161,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-01,2021-12-02,2021-12-20,2021-12-11,X14,Qatar Airways,Cobrança indevida por excesso de bagagem,Internet,Finalizada avaliada,Não Resolvida,1
162,CO,DF,Brasília,M,entre 31 a 40 anos,2021-10-01,2021-10-08,2021-10-29,2021-10-11,GLO,Gol Linhas Aéreas,Dificuldade / demora para cancelar o serviço,Internet,Finalizada não avaliada,Não Avaliada,0
163,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-01,2021-12-07,2021-12-07,2021-12-11,GLO,Gol Linhas Aéreas,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada avaliada,Resolvida,2
164,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-01,2021-12-07,2021-12-14,2021-12-11,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,5
165,N,RR,Boa Vista,F,entre 31 a 40 anos,2021-12-01,2021-12-04,2021-12-25,2021-12-11,GLO,Gol Linhas Aéreas,"Falta de acesso a comunicação, alimentação, acomodação e/ou traslado em caso de atraso, cancelamento ou interrupção de voo",Internet,Finalizada não avaliada,Não Avaliada,0
166,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-01,2021-12-11,2021-12-29,2021-12-11,X08,Avianca - Voos internacionais,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
167,N,TO,Palmas,F,entre 41 a 50 anos,2021-12-01,2021-12-08,2021-12-09,2021-12-11,AZU,Azul Linhas Aéreas,Cancelamento de voo,Internet,Finalizada avaliada,Não Resolvida,1
168,CO,DF,Brasília,M,entre 21 a 30 anos,2021-10-01,2021-10-07,2021-10-28,2021-10-11,X14,Qatar Airways,Cancelamento indevido da passagem de volta,Internet,Finalizada não avaliada,Não Avaliada,0
169,NE,RN,Parnamirim,F,entre 21 a 30 anos,2021-12-02,2021-12-06,2021-12-27,2021-12-12,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
170,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-02,2021-12-05,2021-12-26,2021-12-12,TAM,Latam Airlines (Tam),Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação,Internet,Finalizada não avaliada,Não Avaliada,0
171,NE,RN,Natal,M,entre 61 a 70 anos,2021-12-02,2021-12-07,2021-12-28,2021-12-12,GLO,Gol Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada não avaliada,Não Avaliada,0
172,CO,DF,Brasília,M,entre 41 a 50 anos,2021-10-01,2021-10-05,2021-10-26,2021-10-11,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
173,N,AM,Manaus,M,entre 41 a 50 anos,2021-10-01,2021-10-08,2021-10-27,2021-10-11,GLO,Gol Linhas Aéreas,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada avaliada,Resolvida,4
174,S,RS,Caxias do Sul,F,entre 21 a 30 anos,2021-10-01,2021-10-08,2021-10-14,2021-10-11,TAM,Latam Airlines (Tam),Cancelamento de voo,Internet,Finalizada avaliada,Resolvida,2
175,NE,RN,Parnamirim,M,entre 41 a 50 anos,2021-12-02,2021-12-06,2021-12-09,2021-12-12,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,1
176,CO,MS,Campo Grande,M,entre 31 a 40 anos,2021-12-02,2021-12-07,2021-12-25,2021-12-12,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,5
177,CO,DF,Brasília,F,entre 41 a 50 anos,2021-10-01,2021-10-05,2021-10-26,2021-10-11,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
178,NE,MA,São Bento,F,entre 31 a 40 anos,2021-10-01,2021-10-06,2021-10-06,2021-10-11,TAM,Latam Airlines (Tam),SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Resolvida,5
179,N,PA,Belém,M,entre 31 a 40 anos,2021-12-02,2021-12-10,2021-12-19,2021-12-12,AZU,Azul Linhas Aéreas,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Resolvida,5
180,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-02,2021-12-03,2021-12-23,2021-12-12,TAM,Latam Airlines (Tam),"Dificuldades com Programas de Fidelidade / Pontuação (resgate, alteração, transferência etc)",Internet,Finalizada avaliada,Não Resolvida,1
181,N,RR,Boa Vista,M,entre 31 a 40 anos,2021-10-01,2021-10-09,2021-10-30,2021-10-11,AZU,Azul Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada não avaliada,Não Avaliada,0
182,NE,RN,Parnamirim,M,entre 21 a 30 anos,2021-12-02,2021-12-07,2021-12-27,2021-12-12,GLO,Gol Linhas Aéreas,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,3
183,CO,DF,Brasília,M,entre 31 a 40 anos,2021-10-01,2021-10-05,2021-10-23,2021-10-11,X19,TAP Air Portugal,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
184,N,PA,Porto Trombetas,M,entre 31 a 40 anos,2021-12-02,2021-12-03,2021-12-08,2021-12-12,TAM,Latam Airlines (Tam),Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Resolvida,5
185,S,RS,Porto Alegre,F,entre 41 a 50 anos,2021-10-01,2021-10-09,2021-10-29,2021-10-11,X06,Alitalia,Dificuldade / demora para cancelar o serviço,Internet,Finalizada avaliada,Resolvida,5
186,NE,SE,Aracaju,M,entre 31 a 40 anos,2021-12-02,2021-12-10,2021-12-31,2021-12-12,TAM,Latam Airlines (Tam),"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Loja física,Finalizada não avaliada,Não Avaliada,0
187,S,RS,Porto Alegre,M,entre 21 a 30 anos,2021-12-02,2021-12-09,2021-12-22,2021-12-12,X01,Aerolíneas Argentinas,Cancelamento de voo,Internet,Finalizada avaliada,Não Resolvida,1
188,N,RR,Boa Vista,M,entre 31 a 40 anos,2021-10-01,2021-10-05,2021-10-05,2021-10-11,X19,TAP Air Portugal,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Não Resolvida,1
189,NE,RN,Mossoró,F,entre 21 a 30 anos,2021-12-02,2021-12-06,2021-12-22,2021-12-12,AZU,Azul Linhas Aéreas,SAC - Dificuldade para cancelar o serviço,Internet,Finalizada avaliada,Resolvida,3
190,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-02,2021-12-10,2021-12-29,2021-12-12,IPM,Itapemirim Transportes Aéreos,Dificuldade de contato / acesso a outros canais (exceto SAC),Telefone,Finalizada avaliada,Não Resolvida,1
191,S,RS,Porto Alegre,M,entre 61 a 70 anos,2021-12-02,2021-12-10,2021-12-16,2021-12-12,X10,Copa Airlines,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,4
192,N,PA,Belém,M,entre 51 a 60 anos,2021-10-01,2021-10-08,2021-10-26,2021-10-11,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,2
193,NE,PI,Teresina,F,entre 31 a 40 anos,2021-10-01,2021-10-06,2021-10-18,2021-10-11,GLO,Gol Linhas Aéreas,Informações incompletas / inadequadas sobre o serviço,Internet,Finalizada avaliada,Resolvida,5
194,N,TO,Palmas,M,entre 41 a 50 anos,2021-12-02,2021-12-07,2021-12-28,2021-12-12,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada não avaliada,Não Avaliada,0
195,CO,DF,Brasília,M,entre 51 a 60 anos,2021-12-02,2021-12-07,2021-12-07,2021-12-12,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,1
196,CO,DF,Brasília,F,entre 21 a 30 anos,2021-12-02,2021-12-03,2021-12-24,2021-12-12,AZU,Azul Linhas Aéreas,Dificuldade de reclamar ou de obter tratamento a reclamação sobre dados pessoais ou financeiros,Internet,Finalizada não avaliada,Não Avaliada,0
197,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-02,2021-12-07,2021-12-07,2021-12-12,AZU,Azul Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,5
198,CO,DF,Brasília,F,entre 31 a 40 anos,2021-10-01,2021-10-04,2021-10-25,2021-10-11,IPM,Itapemirim Transportes Aéreos,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
199,N,PA,Ananindeua,M,entre 51 a 60 anos,2021-12-02,2021-12-09,2021-12-09,2021-12-12,AZU,Azul Linhas Aéreas,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada avaliada,Resolvida,4
200,CO,MS,Campo Grande,M,entre 31 a 40 anos,2021-12-02,2021-12-03,2021-12-03,2021-12-12,AZU,Azul Linhas Aéreas,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada avaliada,Resolvida,5
201,NE,PI,Teresina,M,entre 41 a 50 anos,2021-12-02,2021-12-10,2021-12-17,2021-12-12,TAM,Latam Airlines (Tam),Dificuldade de contato / demora no atendimento,Internet,Finalizada avaliada,Resolvida,3
202,N,TO,Palmas,F,entre 21 a 30 anos,2021-12-02,2021-12-07,2021-12-28,2021-12-12,GLO,Gol Linhas Aéreas,Atraso de voo,Internet,Finalizada não avaliada,Não Avaliada,0
203,NE,MA,São Luís,F,entre 41 a 50 anos,2021-12-02,2021-12-07,2021-12-24,2021-12-12,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
