id,empresa_sigla,empresa_nome,ano,mes,sigla_aeroporto_origem,nome_aeroporto_origem,uf_aeroporto_origem,regiao_aeroporto_origem,sigla_aeroporto_destino,nome_aeroporto_destino,uf_aeroporto_destino,regiao_aeroporto_destino,natureza,grupo_voo,passageiros_pagos,distancia_km,assentos_total
115,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWFX,SÃO FÉLIX DO ARAGUAIA,MT,CENTRO-OESTE,SWGI,GURUPI,TO,NORTE,DOMÉSTICA,REGULAR,4,170,9
116,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWGI,GURUPI,TO,NORTE,SDH2,PORTO ALEGRE DO NORTE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,4,285,9
117,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWHP,ÁGUA BOA,MT,CENTRO-OESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,7,463,9
118,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWHP,ÁGUA BOA,MT,CENTRO-OESTE,SWFX,SÃO FÉLIX DO ARAGUAIA,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,39,2781,81
119,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWJN,JUÍNA,MT,CENTRO-OESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,32,3288,54
120,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWJN,JUÍNA,MT,CENTRO-OESTE,SSOU,ARIPUANÃ,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,49,1280,72
121,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWJN,JUÍNA,MT,CENTRO-OESTE,SWTS,TANGARÁ DA SERRA,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,53,3088,72
122,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWKO,COARI,AM,NORTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,245,13794,342
123,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWLB,LÁBREA,AM,NORTE,SWKO,COARI,AM,NORTE,DOMÉSTICA,REGULAR,68,5122,117
124,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWMW,MAUÉS,AM,NORTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,144,7074,243
125,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,11,SWTS,TANGARÁ DA SERRA,MT,CENTRO-OESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,61,1620,81
126,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBBE,BELÉM,PA,NORTE,SBMD,ALMEIRIM,PA,NORTE,DOMÉSTICA,REGULAR,127,12012,234
127,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBBE,BELÉM,PA,NORTE,SBSN,SANTARÉM,PA,NORTE,DOMÉSTICA,REGULAR,60,9230,117
128,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBBE,BELÉM,PA,NORTE,SBTU,TUCURUÍ,PA,NORTE,DOMÉSTICA,REGULAR,107,4200,126
129,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBBE,BELÉM,PA,NORTE,SNEB,PARAGOMINAS,PA,NORTE,DOMÉSTICA,REGULAR,104,3345,135
130,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBBE,BELÉM,PA,NORTE,SNVS,BREVES,PA,NORTE,DOMÉSTICA,REGULAR,143,6160,243
131,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBBG,BAGÉ,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,152,7383,207
132,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBBW,BARRA DO GARÇAS,MT,CENTRO-OESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,121,7200,162
133,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,SBBW,BARRA DO GARÇAS,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,126,7200,162
134,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,SSOU,ARIPUANÃ,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,16,2828,18
135,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,SWHP,ÁGUA BOA,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,81,6482,126
136,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,SWJN,JUÍNA,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,46,3836,63
137,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBEG,MANAUS,AM,NORTE,SWKO,COARI,AM,NORTE,DOMÉSTICA,REGULAR,160,8349,198
138,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBEG,MANAUS,AM,NORTE,SWLB,LÁBREA,AM,NORTE,DOMÉSTICA,REGULAR,40,7040,81
139,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBEG,MANAUS,AM,NORTE,SWMW,MAUÉS,AM,NORTE,DOMÉSTICA,REGULAR,98,5502,180
140,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBIH,ITAITUBA,PA,NORTE,SBSN,SANTARÉM,PA,NORTE,DOMÉSTICA,REGULAR,91,3159,117
141,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBJD,JUNDIAÍ,SP,SUDESTE,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,1,2598,27
142,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBMD,ALMEIRIM,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,75,6006,117
143,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBMD,ALMEIRIM,PA,NORTE,SBMQ,MACAPÁ,AP,NORTE,DOMÉSTICA,REGULAR,33,2200,99
144,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBMD,ALMEIRIM,PA,NORTE,SNYA,ALMEIRIM,PA,NORTE,DOMÉSTICA,REGULAR,42,858,117
145,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBMQ,MACAPÁ,AP,NORTE,SBMD,ALMEIRIM,PA,NORTE,DOMÉSTICA,REGULAR,32,2200,99
146,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SBBG,BAGÉ,RS,SUL,DOMÉSTICA,REGULAR,130,7383,207
147,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SBJD,JUNDIAÍ,SP,SUDESTE,DOMÉSTICA,REGULAR,1,2598,27
148,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SNEE,VACARIA,RS,SUL,DOMÉSTICA,REGULAR,56,1914,99
149,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SSCN,CANELA,RS,SUL,DOMÉSTICA,REGULAR,122,1771,207
150,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SSER,ERECHIM,RS,SUL,DOMÉSTICA,REGULAR,55,3091,99
151,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SSLT,ALEGRETE,RS,SUL,DOMÉSTICA,REGULAR,48,5016,99
152,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SSSB,SÃO BORJA,RS,SUL,DOMÉSTICA,REGULAR,51,5928,108
153,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SSSC,SANTA CRUZ DO SUL,RS,SUL,DOMÉSTICA,REGULAR,62,1500,108
154,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPA,PORTO ALEGRE,RS,SUL,SSZR,SANTA ROSA,RS,SUL,DOMÉSTICA,REGULAR,51,3600,81
155,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBPV,PORTO VELHO,RO,NORTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,1,761,9
156,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBRF,RECIFE,PE,NORDESTE,SNHS,SERRA TALHADA,PE,NORDESTE,DOMÉSTICA,REGULAR,239,16125,387
157,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBRF,RECIFE,PE,NORDESTE,SNRU,CARUARU,PE,NORDESTE,DOMÉSTICA,REGULAR,196,4961,369
158,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBRF,RECIFE,PE,NORDESTE,SNTS,PATOS,PB,NORDESTE,DOMÉSTICA,REGULAR,174,7100,225
159,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBSN,SANTARÉM,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,78,8520,108
160,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBSN,SANTARÉM,PA,NORTE,SNMA,MONTE ALEGRE,PA,NORTE,DOMÉSTICA,REGULAR,37,1209,117
161,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBTB,ORIXIMINÁ,PA,NORTE,SNRJ,BREJO,PA,NORTE,DOMÉSTICA,REGULAR,6,1105,117
162,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SBTU,TUCURUÍ,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,118,4200,126
163,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNEB,PARAGOMINAS,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,125,3345,135
164,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNEE,VACARIA,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,73,1914,99
165,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNHS,SERRA TALHADA,PE,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,227,16125,387
166,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNMA,MONTE ALEGRE,PA,NORTE,SNTI,ÓBIDOS,PA,NORTE,DOMÉSTICA,REGULAR,2,2093,117
167,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNOX,ORIXIMINÁ,PA,NORTE,SBTB,ORIXIMINÁ,PA,NORTE,DOMÉSTICA,REGULAR,5,871,117
168,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNRJ,BREJO,PA,NORTE,SBIH,ITAITUBA,PA,NORTE,DOMÉSTICA,REGULAR,3,2977,117
169,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNRU,CARUARU,PE,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,211,4961,369
170,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNTI,ÓBIDOS,PA,NORTE,SNOX,ORIXIMINÁ,PA,NORTE,DOMÉSTICA,REGULAR,3,520,117
171,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNTS,PATOS,PB,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,172,7384,234
172,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNVS,BREVES,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,185,6160,252
173,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SNYA,ALMEIRIM,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,50,5928,117
174,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SSCN,CANELA,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,121,1771,207
175,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SSER,ERECHIM,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,64,3091,99
176,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SSLT,ALEGRETE,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,73,5016,99
177,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SSOU,ARIPUANÃ,MT,CENTRO-OESTE,SWJN,JUÍNA,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,45,1440,81
178,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SSSB,SÃO BORJA,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,78,5928,108
179,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SSSC,SANTA CRUZ DO SUL,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,75,1500,108
180,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SSZR,SANTA ROSA,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,58,3600,81
181,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWFX,SÃO FÉLIX DO ARAGUAIA,MT,CENTRO-OESTE,SDH2,PORTO ALEGRE DO NORTE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,20,1408,99
182,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWHP,ÁGUA BOA,MT,CENTRO-OESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,86,6482,126
183,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWHP,ÁGUA BOA,MT,CENTRO-OESTE,SWFX,SÃO FÉLIX DO ARAGUAIA,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,7,3399,99
184,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWJN,JUÍNA,MT,CENTRO-OESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,9,1096,18
185,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWJN,JUÍNA,MT,CENTRO-OESTE,SBVH,VILHENA,RO,NORTE,DOMÉSTICA,REGULAR,1,621,27
186,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWJN,JUÍNA,MT,CENTRO-OESTE,SSOU,ARIPUANÃ,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,1,320,18
187,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWJN,JUÍNA,MT,CENTRO-OESTE,SWTS,TANGARÁ DA SERRA,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,47,3088,72
188,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWKO,COARI,AM,NORTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,184,11616,279
189,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWLB,LÁBREA,AM,NORTE,SWKO,COARI,AM,NORTE,DOMÉSTICA,REGULAR,33,3546,81
190,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWMW,MAUÉS,AM,NORTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,125,5502,180
191,ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),2021,12,SWTS,TANGARÁ DA SERRA,MT,CENTRO-OESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,4,1800,72
192,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBCD,CAÇADOR,SC,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,19,1575,63
193,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBCD,CAÇADOR,SC,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,44,2560,90
194,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBCD,CAÇADOR,SC,SUL,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,DOMÉSTICA,REGULAR,7,254,9
195,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBCD,CAÇADOR,SC,SUL,DOMÉSTICA,REGULAR,20,1350,54
196,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,2,492,18
197,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBPO,PATO BRANCO,PR,SUL,DOMÉSTICA,REGULAR,34,3600,90
198,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SSAP,APUCARANA,PR,SUL,DOMÉSTICA,REGULAR,27,2472,72
199,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SBCD,CAÇADOR,SC,SUL,DOMÉSTICA,REGULAR,31,2304,81
200,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,5,492,18
201,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SNCP,CORREIA PINTO,SC,SUL,DOMÉSTICA,REGULAR,7,178,9
202,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBFL,FLORIANÓPOLIS,SC,SUL,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,DOMÉSTICA,REGULAR,21,2994,54
203,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SBPO,PATO BRANCO,PR,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,42,3600,90
204,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SNCP,CORREIA PINTO,SC,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,11,356,18
205,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SNCP,CORREIA PINTO,SC,SUL,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,DOMÉSTICA,REGULAR,7,325,9
206,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SSAP,APUCARANA,PR,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,25,2163,63
207,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,SBCD,CAÇADOR,SC,SUL,DOMÉSTICA,REGULAR,5,508,18
208,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,18,1996,36
209,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,10,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,SNCP,CORREIA PINTO,SC,SUL,DOMÉSTICA,REGULAR,10,650,18
210,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCD,CAÇADOR,SC,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,3,225,9
211,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCD,CAÇADOR,SC,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,62,3328,117
212,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCD,CAÇADOR,SC,SUL,SBPO,PATO BRANCO,PR,SUL,DOMÉSTICA,REGULAR,1,186,9
213,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCD,CAÇADOR,SC,SUL,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,DOMÉSTICA,REGULAR,12,1016,36
214,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBCD,CAÇADOR,SC,SUL,DOMÉSTICA,REGULAR,7,1125,45
215,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,1,246,9
216,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SBPO,PATO BRANCO,PR,SUL,DOMÉSTICA,REGULAR,20,1800,45
217,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,SSAP,APUCARANA,PR,SUL,DOMÉSTICA,REGULAR,6,618,18
218,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBFL,FLORIANÓPOLIS,SC,SUL,SBCD,CAÇADOR,SC,SUL,DOMÉSTICA,REGULAR,42,2304,81
219,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBFL,FLORIANÓPOLIS,SC,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,8,984,36
220,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBFL,FLORIANÓPOLIS,SC,SUL,SNCP,CORREIA PINTO,SC,SUL,DOMÉSTICA,REGULAR,10,356,18
221,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBFL,FLORIANÓPOLIS,SC,SUL,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,DOMÉSTICA,REGULAR,4,499,9
222,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SBPO,PATO BRANCO,PR,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,11,1080,27
223,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SNCP,CORREIA PINTO,SC,SUL,SBCD,CAÇADOR,SC,SUL,DOMÉSTICA,REGULAR,3,110,9
224,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SNCP,CORREIA PINTO,SC,SUL,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,DOMÉSTICA,REGULAR,5,325,9
225,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SSAP,APUCARANA,PR,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,18,1545,45
226,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,SBCD,CAÇADOR,SC,SUL,DOMÉSTICA,REGULAR,16,762,27
227,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,11,SSOE,SÃO MIGUEL DO OESTE,SC,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,12,1497,27
228,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,12,SBCD,CAÇADOR,SC,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,20,675,27
229,ASO,AEROSUL TÁXI AÉREO LTDA (EX.: AUSTEN TÁXI AÉREO LTDA),2021,12,SBCD,CAÇADOR,SC,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,51,2048,72
